Rank,Book Name,Simile,Tenor,Vehicle,Shared Property
23,The Picture of Dorian Gray,the crisp frost lay like salt upon the grass.,frost,salt,
23,The Picture of Dorian Gray,"after a few moments—that were to him, in his perturbed state, like endless hours of pain—he felt a hand laid on his shoulder.",moments,hours,
23,The Picture of Dorian Gray,don’t laugh like that.,laugh,that,
23,The Picture of Dorian Gray,"here is the duchess, looking like artemis in a tailor-made gown.",duchess,Artemis,
23,The Picture of Dorian Gray,"i should like to know some one who had committed a real murder.” “how horrid of you, harry!” cried the duchess.",someone,murder,
23,The Picture of Dorian Gray,her teeth showed like white seeds in a scarlet fruit.,teeth,seeds,
23,The Picture of Dorian Gray,"the dreadful death of the unlucky beater, shot in the thicket like a wild animal, had seemed to him to pre-figure death for himself also.",death  ,animal,
23,The Picture of Dorian Gray,"seems like a sailor, sir.” the pen dropped from dorian gray’s hand, and he felt as if his heart had suddenly stopped beating.",Dorian,Sailor,
23,The Picture of Dorian Gray,she cleft the dusky air like an arrow.,she,arrow,
23,The Picture of Dorian Gray,she was quite beautiful and wonderfully like sibyl vane.,she,vane,
23,The Picture of Dorian Gray,"she can live, like perdita, in her garden of mint and marigold.” “and weep over a faithless florizel,” said lord henry, laughing, as he leaned back in his chair.",she  ,perdita,
23,The Picture of Dorian Gray,"besides, how do you know that hetty isn’t floating at the present moment in some starlit mill-pond, with lovely water-lilies round her, like ophelia?” “i can’t bear this, harry!",Hetty,Ophelia,
23,The Picture of Dorian Gray,"as i rode past the farm this morning, i saw her white face at the window, like a spray of jasmine.",face,spray,
23,The Picture of Dorian Gray,but a man can paint like velasquez and yet be as dull as possible.,man,Velasquez,
23,The Picture of Dorian Gray,"it used to remind me of those curious lines in some play—hamlet, i think—how do they run?— “like the painting of a sorrow, a face without a heart.” yes: that is what it was like.” lord henry laughed.",face,painting,
23,The Picture of Dorian Gray,"“‘like the painting of a sorrow,’” he repeated, “‘a face without a heart.’” the elder man lay back and looked at him with half-closed eyes.",face,painting,
23,The Picture of Dorian Gray,"but a chance tone of colour in a room or a morning sky, a particular perfume that you had once loved and that brings subtle memories with it, a line from a forgotten poem that you had come across again, a cadence from a piece of music that you had ceased to play—i tell you, dorian, that it is on things like these that our lives depend.",Memories,Chance,
23,The Picture of Dorian Gray,"you will soon be going about like the converted, and the revivalist, warning people against all the sins of which you have grown tired.",you,converted,
23,The Picture of Dorian Gray,what a laugh she had!—just like a thrush singing.,laugh,thrush,
23,The Picture of Dorian Gray,"the thing was still loathsome—more loathsome, if possible, than before—and the scarlet dew that spotted the hand seemed brighter, and more like blood newly spilled.",thing,blood,
23,The Picture of Dorian Gray,it seemed to have crept like a horrible disease over the wrinkled fingers.,disease,creeping,
23,The Picture of Dorian Gray,it had been like conscience to him.,conscience,like,
37,The Brothers Karamazov,"i knew a young lady of the last “romantic” generation who after some years of an enigmatic passion for a gentleman, whom she might quite easily have married at any moment, invented insuperable obstacles to their union, and ended by throwing herself one stormy night into a rather deep and rapid river from a high bank, almost a precipice, and so perished, entirely to satisfy her own caprice, and to be like shakespeare’s ophelia.",Lady,Ophelia,
37,The Brothers Karamazov,"fyodor pavlovitch was drunk when he heard of his wife’s death, and the story is that he ran out into the street and began shouting with joy, raising his hands to heaven: “lord, now lettest thou thy servant depart in peace,” but others say he wept without restraint like a little child, so much so that people were sorry for him, in spite of the repulsion he inspired.",pavlovitch,child,
37,The Brothers Karamazov,"the story may have been exaggerated, yet it must have been something like the truth.",story,truth,
37,The Brothers Karamazov,"this habit, however, is characteristic of a very great number of people, some of them very clever ones, not like fyodor pavlovitch.",habit,characteristic,
37,The Brothers Karamazov,"“those innocent eyes slit my soul up like a razor,” he used to say afterwards, with his loathsome snigger.",eyes,razor,
37,The Brothers Karamazov,"when she died, little alexey was in his fourth year, and, strange as it seems, i know that he remembered his mother all his life, like a dream, of course.",Alexey,Dream,
37,The Brothers Karamazov,"grigory accepted the blow like a devoted slave, without a word, and when he escorted the old lady to her carriage he made her a low bow and pronounced impressively that, “god would repay her for the orphans.” “you are a blockhead all the same,” the old lady shouted to him as she drove away.",grigory,slave,
37,The Brothers Karamazov,"i have mentioned already, by the way, that though he lost his mother in his fourth year he remembered her all his life—her face, her caresses, “as though she stood living before me.” such memories may persist, as every one knows, from an even earlier age, even from two years old, but scarcely standing out through a whole lifetime like spots of light out of darkness, like a corner torn out of a huge picture, which has all faded and disappeared except that fragment.",memories,light,
37,The Brothers Karamazov,"and, if it had not been for the same servant grigory, who by that time had aged considerably too, and used to look after him sometimes almost like a tutor, fyodor pavlovitch might have got into terrible scrapes.",fyodor pavlovitch,Tutor,
37,The Brothers Karamazov,"“do you know,” he used often to say, looking at alyosha, “that you are like her, ‘the crazy woman’ ”—that was what he used to call his dead wife, alyosha’s mother.",Alyosha,woman,
37,The Brothers Karamazov,"besides the long fleshy bags under his little, always insolent, suspicious, and ironical eyes; besides the multitude of deep wrinkles in his little fat face, the adam’s apple hung below his sharp chin like a great, fleshy goiter, which gave him a peculiar, repulsive, sensual appearance; add to that a long rapacious mouth with full lips, between which could be seen little stumps of black decayed teeth.",apple,Goiter,
37,The Brothers Karamazov,i had a presentiment that you would end in something like this.,presentiment  ,something,
37,The Brothers Karamazov,"you know, you spend money like a canary, two grains a week.",you,canary,
37,The Brothers Karamazov,"besides, it will be more seemly for you with the monks than here with me, with a drunken old man and young harlots ... though you’re like an angel, nothing touches you.",you,angel,
37,The Brothers Karamazov,"it must be noted that he was not, like ivan, staying with his father, but living apart at the other end of the town.",He,Ivan,
37,The Brothers Karamazov,like all very absent‐minded people he would sometimes stare at a person without seeing him.,People,Ghosts,
37,The Brothers Karamazov,"“he’s like von sohn,” fyodor pavlovitch said suddenly.",he,sohn,
37,The Brothers Karamazov,"“and was it like this in the time of the last elder, varsonofy?",it,this,
37,The Brothers Karamazov,"the whole ceremony was performed very seriously and with an appearance of feeling, not like an everyday rite.",ceremony,rite,
37,The Brothers Karamazov,"fyodor pavlovitch did the same, mimicking miüsov like an ape.",pavlovitch,Ape,
37,The Brothers Karamazov,"his face was very thin and covered with a network of fine wrinkles, particularly numerous about his eyes, which were small, light‐colored, quick, and shining like two bright points.",face,points,
37,The Brothers Karamazov,"his nose was not long, but sharp, like a bird’s beak.",nose,beak,
37,The Brothers Karamazov,"and i’m always like that, always like that.",I,like,
37,The Brothers Karamazov,"i’m always injuring myself like that.” “you’re doing it now,” muttered miüsov, with disgust.",myself,injuring,
37,The Brothers Karamazov,"i’m like the philosopher, diderot, your reverence.",I'm,philosopher,
37,The Brothers Karamazov,"the monks, with unchanged countenances, waited, with earnest attention, to hear what the elder would say, but seemed on the point of standing up, like miüsov.",Monks  ,Miüsov,
37,The Brothers Karamazov,i made a mistake in believing that even a man like fyodor pavlovitch would understand what was due on a visit to so honored a personage.,mistake,believing,
37,The Brothers Karamazov,do you think i always lie and play the fool like this?,I  ,fool,
37,The Brothers Karamazov,"believe me, i have been acting like this all the time on purpose to try you.",I,acting,
37,The Brothers Karamazov,they used to be brought to mass; they would squeal and bark like a dog so that they were heard all over the church.,they,dog,
37,The Brothers Karamazov,"it is a disease, i was told, arising from exhausting toil too soon after hard, abnormal and unassisted labor in childbirth, and from the hopeless misery, from beatings, and so on, which some women were not able to endure like others.",disease,childbirth,
37,The Brothers Karamazov,"“once in olden times a holy saint saw in the temple a mother like you weeping for her little one, her only one, whom god had taken.",mother,saint,
37,The Brothers Karamazov,i see that he cries like me.,he,me,
37,The Brothers Karamazov,"my nikita, my nikita, you are waiting for me,” the woman began in a sing‐song voice; but the elder had already turned away to a very old woman, dressed like a dweller in the town, not like a pilgrim.",woman,woman,
37,The Brothers Karamazov,"if you have been talking to me so sincerely, simply to gain approbation for your frankness, as you did from me just now, then of course you will not attain to anything in the achievement of real love; it will all get no further than dreams, and your whole life will slip away like a phantom.",life,phantom,
37,The Brothers Karamazov,"catching his eye, she laughed so that the elder could not help saying, “why do you make fun of him like that, naughty girl?” lise suddenly and quite unexpectedly blushed.",Lise,Rose,
37,The Brothers Karamazov,"in that way (that is, with a view to the future) it is not the church that should seek a definite position in the state, like ‘every social organization,’ or as ‘an organization of men for religious purposes’ (as my opponent calls the church), but, on the contrary, every earthly state should be, in the end, completely transformed into the church and should become nothing else but a church, rejecting every purpose incongruous with the aims of the church.",state,church,
37,The Brothers Karamazov,"but the church, like a tender, loving mother, holds aloof from active punishment herself, as the sinner is too severely punished already by the civil law, and there must be at least some one to have pity on him.",church,mother,
37,The Brothers Karamazov,"he ended by asserting that for every individual, like ourselves, who does not believe in god or immortality, the moral law of nature must immediately be changed into the exact contrary of the former religious law, and that egoism, even to crime, must become not only lawful but even recognized as the inevitable, the most rational, even honorable outcome of his position.",individual,egoism,
37,The Brothers Karamazov,"but the martyr likes sometimes to divert himself with his despair, as it were driven to it by despair itself.",martyr,driven,
37,The Brothers Karamazov,"and although this enchantress has lived in, so to speak, civil marriage with a respectable man, yet she is of an independent character, an unapproachable fortress for everybody, just like a legal wife—for she is virtuous, yes, holy fathers, she is virtuous.",enchantress,fortress,
37,The Brothers Karamazov,"yes, i confess it publicly, i behaved like a brute to that captain, and i regret it now, and i’m disgusted with myself for my brutal rage.",I,brute,
37,The Brothers Karamazov,"“what did it mean, falling at his feet like that?",it,falling,
37,The Brothers Karamazov,"as for you, ivan, stay if you like.",Ivan,stay,
37,The Brothers Karamazov,"if something happens later on, it’ll be: ‘ah, the holy man foresaw it, prophesied it!’ though it’s a poor sort of prophecy, flopping like that.",prophecy  ,sort,quality
37,The Brothers Karamazov,"like your elder, he takes a stick to a just man and falls at the feet of a murderer.” “what crime?",he,elder,
37,The Brothers Karamazov,"i may be only a priest’s son, and dirt in the eyes of noblemen like you, but don’t insult me so lightly and wantonly.",dirt,son,
37,The Brothers Karamazov,"why, for reward like that i will come and fast too!",reward  ,fast,
37,The Brothers Karamazov,"corrupt and often cruel in his lust, like some noxious insect, fyodor pavlovitch was sometimes, in moments of drunkenness, overcome by superstitious terror and a moral convulsion which took an almost physical form.",pavlovitch,insect,
37,The Brothers Karamazov,"he listened and said he thought it was more like some one groaning, “it might be a woman.” he got up and dressed.",he,groaning,
37,The Brothers Karamazov,"her coarse, almost black hair curled like lamb’s wool, and formed a sort of huge cap on her head.",hair,wool,
37,The Brothers Karamazov,"in fact, every one seemed to like her; even the boys did not tease her, and the boys of our town, especially the schoolboys, are a mischievous set.",boys  ,mischievous,
37,The Brothers Karamazov,"i’ll explain later on, but, knowing it’s a secret, i began whispering like a fool, when there’s no need.",I,fool,
37,The Brothers Karamazov,"oh, gods, i thank you for sending him by the back‐way, and he came to me like the golden fish to the silly old fishermen in the fable!",him,fish,
37,The Brothers Karamazov,"i should like to begin—my confession—with schiller’s _hymn to joy_, _an die freude_!",confession,hymn,
37,The Brothers Karamazov,"if you were like me, you’d know what that means.",you,me,
37,The Brothers Karamazov,"“i was lieutenant in a line regiment, but still i was under supervision, like a kind of convict.",Lieutenant,Convict,
37,The Brothers Karamazov,"many women like such freedom, and she was a girl too, which made it very amusing.",she,girl,
37,The Brothers Karamazov,"i’ll have my revenge,’ thought i. i behaved like an awful fool on many occasions at that time, and i was conscious of it myself.",i,fool,
37,The Brothers Karamazov,"those two simple creatures, agafya and her aunt, i may as well say at once, behaved like perfect angels all through this business.",creatures,angels,
37,The Brothers Karamazov,"it seemed as if there could be no resisting it; as though i should act like a bug, like a venomous spider, without a spark of pity.",Bug,spider,
37,The Brothers Karamazov,"two hundred, if you like, with all my heart.",hundred,Heart,
37,The Brothers Karamazov,"“i went to the window, put my forehead against the frozen pane, and i remember the ice burnt my forehead like fire.",Forehead,Fire,
37,The Brothers Karamazov,why do you look like that?,you,look,
37,The Brothers Karamazov,"when she compares us, do you suppose she can love a man like me, especially after all that has happened here?” “but i am convinced that she does love a man like you, and not a man like him.” “she loves her own _virtue_, not me.” the words broke involuntarily, and almost malignantly, from dmitri.",virtue,love,
37,The Brothers Karamazov,"and a man like me is preferred, while he is rejected.",man,preferred,
37,The Brothers Karamazov,the storm broke—it struck me down like the plague.,storm,plague,
37,The Brothers Karamazov,"he didn’t send your money then, but wasted it, because, like a low brute, he couldn’t control himself.’ but still you might have added, ‘he isn’t a thief though.",he,brute,
37,The Brothers Karamazov,"on the envelope is written: ‘to my angel, grushenka, when she will come to me.’ he scrawled it himself in silence and in secret, and no one knows that the money’s there except the valet, smerdyakov, whom he trusts like himself.",envelope,message,
37,The Brothers Karamazov,"he brushed his clothes most scrupulously twice a day invariably, and was very fond of cleaning his smart calf boots with a special english polish, so that they shone like mirrors.",clothes,mirrors,
37,The Brothers Karamazov,"“well, my lad, i’ve never met any one like you,” fyodor pavlovitch said shortly, and gave him ten roubles.",lad,someone,
37,The Brothers Karamazov,"sipping his brandy and listening to the story, he observed that they ought to make a saint of a soldier like that, and to take his skin to some monastery.",soldier,saint,
37,The Brothers Karamazov,"for that you’ll go straight to hell and be roasted there like mutton,” put in fyodor pavlovitch.",you,mutton,
37,The Brothers Karamazov,"for at the very moment i become accursed, at that same highest moment, i become exactly like a heathen, and my christening is taken off me and becomes of no avail.",Christening,Heathen,
37,The Brothers Karamazov,"though he did not clearly understand what was said, he had caught something in this rigmarole, and stood, looking like a man who has just hit his head against a wall.",man,looking,
37,The Brothers Karamazov,"but, of course, it wouldn’t have come to torture then, because i should only have had to say at that instant to the mountain, ‘move and crush the tormentor,’ and it would have moved and at the very instant have crushed him like a black‐beetle, and i should have walked away as though nothing had happened, praising and glorifying god.",Mountain,Black-beetle,
37,The Brothers Karamazov,but there will be some like him as well.,him,some,
37,The Brothers Karamazov,"the peasants are not very fond of listening to these soup‐makers, so far.” “ah, brother, but a balaam’s ass like that thinks and thinks, and the devil knows where he gets to.” “he’s storing up ideas,” said ivan, smiling.",peasants,ass,
37,The Brothers Karamazov,"at mokroe i was talking to an old man, and he told me: ‘there’s nothing we like so much as sentencing girls to be thrashed, and we always give the lads the job of thrashing them.",girls,sentencing,
37,The Brothers Karamazov,"why are you laughing again?” “i’m laughing that you should have made a clever remark just now about smerdyakov’s belief in the existence of two saints who could move mountains.” “why, am i like him now, then?” “very much.” “well, that shows i’m a russian, too, and i have a russian characteristic.",character  ,Smerdyakov  ,characteristic
37,The Brothers Karamazov,why do you look like that?,you,look,
37,The Brothers Karamazov,i knew her attacks always used to begin like that.,attacks,beginning,
37,The Brothers Karamazov,"once belyavsky—he was a handsome fellow, and rich—used to like to come here and hang about her—suddenly gave me a slap in the face in her presence.",Belyavsky,Slap,
37,The Brothers Karamazov,"it’s like her, exactly as she used to be then, his mother.",mother,her,
37,The Brothers Karamazov,"the old man fell like a log, and dmitri, leaping over him, broke in the door.",man,log,
37,The Brothers Karamazov,"towering like a mountain above all the rest stood the fatal, insoluble question: how would things end between his father and his brother dmitri with this terrible woman?",question,mountain,
37,The Brothers Karamazov,"why do you look at me like that, alexey fyodorovitch?",you,look,
37,The Brothers Karamazov,"and yet one would have thought the creature standing before him most simple and ordinary, a good‐natured, kind woman, handsome certainly, but so like other handsome ordinary women!",woman,women,
37,The Brothers Karamazov,"she had a full figure, with soft, as it were, noiseless, movements, softened to a peculiar over‐sweetness, like her voice.",figure,voice,
37,The Brothers Karamazov,"she moved, not like katerina ivanovna, with a vigorous, bold step, but noiselessly.",she,katerina,
37,The Brothers Karamazov,"she flew here like an angel of goodness and brought us peace and joy.” “you did not disdain me, sweet, excellent young lady,” drawled grushenka in her sing‐song voice, still with the same charming smile of delight.",she,angel,
37,The Brothers Karamazov,"only that bedridden old merchant, but he is more like her father, her friend, her protector.",merchant,father,
37,The Brothers Karamazov,"“you won’t make me blush, dear young lady, kissing my hand like this before alexey fyodorovitch.” “do you think i meant to make you blush?” said katerina ivanovna, somewhat surprised.",Katerina,Blush,
37,The Brothers Karamazov,perhaps i shall be your slave entirely and want to do your bidding like a slave.,Slave,Want,
37,The Brothers Karamazov,"she listened with timid hope to the last words, though grushenka’s promise to do her bidding like a slave was very strangely expressed.",she,slave,
37,The Brothers Karamazov,crush me like a beetle.,me,beetle,
37,The Brothers Karamazov,"i shouted, like a fool, ‘your money!’ forgive my foolery—it was only nonsense, and there’s nothing unseemly in my soul.... damn it all, tell me what’s happened.",I,fool,
37,The Brothers Karamazov,"was she furious?” “no, not that.... there was nothing like that, mitya.",she,furious,
37,The Brothers Karamazov,"it’s like this, brother, let her be punished, but i must get better first.",brother,situation,
37,The Brothers Karamazov,"that’s just like katya, who was not afraid to face a coarse, unmannerly officer and risk a deadly insult on a generous impulse to save her father!",katya,officer,
37,The Brothers Karamazov,"ah, alexey fyodorovitch, what if i can’t restrain myself like a silly and laugh when i look at you as i did to‐day.",I,silly,
37,The Brothers Karamazov,"it was simply a peasant’s hut, though it looked like a chapel, for it contained an extraordinary number of ikons with lamps perpetually burning before them—which men brought to the monastery as offerings to god.",hut,chapel,
37,The Brothers Karamazov,and he died on the spot like a crushed spider.,he,spider,
37,The Brothers Karamazov,"it’s just like the hospital in a white one,” he observed sententiously.",hospital,one,
37,The Brothers Karamazov,you can pray for my soul if you like.,soul,prayer,
37,The Brothers Karamazov,and i’ll crush mitya like a beetle.,Mitya,Beetle,
37,The Brothers Karamazov,"people like ivan are not our sort, my boy.",people,sort,
37,The Brothers Karamazov,they are like a cloud of dust.,they,cloud,
37,The Brothers Karamazov,“i’ll crush him like a beetle without it.,him,beetle,
37,The Brothers Karamazov,"“listen, listen,” he shouted after him, “make haste and come again and i’ll have a fish soup for you, a fine one, not like to‐day.",soup,fine,
37,The Brothers Karamazov,"alyosha went up and, addressing a fair, curly‐headed, rosy boy in a black jacket, observed: “when i used to wear a satchel like yours, i always used to carry it on my left side, so as to have my right hand free, but you’ve got yours on your right side.",Alyosha,boy,
37,The Brothers Karamazov,"“you ask him, does he like a disheveled wisp of tow.",him,wisp,
37,The Brothers Karamazov,"seeing that even now he would not, his rage was like a little wild beast’s; he flew at alyosha himself, and before alyosha had time to move, the spiteful child had seized his left hand with both of his and bit his middle finger.",rage,beast,
37,The Brothers Karamazov,"if you could only imagine what’s passing between them now—it’s awful, i tell you it’s lacerating, it’s like some incredible tale of horror.",them  ,tale,
37,The Brothers Karamazov,"“first of all, answer the question, where did you get hurt like this?” she asked alyosha, quickly.",alyosha,hurt,
37,The Brothers Karamazov,"he had fancied, too, that she was incapable of loving a man like ivan, and that she did love dmitri, and loved him just as he was, in spite of all the strangeness of such a passion.",she,dmitri,
37,The Brothers Karamazov,"alyosha felt instinctively that a character like katerina ivanovna’s must dominate, and she could only dominate some one like dmitri, and never a man like ivan.",Alyosha,katerina,
37,The Brothers Karamazov,"if he felt like that, what chance was there of peace?",he,chance,
37,The Brothers Karamazov,for even that first meeting has rankled in her heart as an insult—that’s what her heart is like!,Heart,Insult,
37,The Brothers Karamazov,"you behaved beautifully, like an angel,” madame hohlakov whispered rapidly and ecstatically to alyosha.",you,angel,
37,The Brothers Karamazov,"“quite the contrary; you behaved like an angel, like an angel.",you,angel,
37,The Brothers Karamazov,"i am ready to say so a thousand times over.” “mamma, how has he behaved like an angel?” lise’s voice was heard again.",he,angel,
37,The Brothers Karamazov,"as for ivan fyodorovitch’s going away like that, it’s her own fault.",fyodorovitch,away,
37,The Brothers Karamazov,"i thought he was so learned, such a _savant_, and all of a sudden he behaved so warmly, openly, and youthfully, with such youthful inexperience, and it was all so fine, like you.... and the way he repeated that german verse, it was just like you!",He,Savant,
37,The Brothers Karamazov,good‐by!” “don’t dare to go away like that!” lise was beginning.,Lise,departure,
37,The Brothers Karamazov,"he had rushed in like a fool, and meddled in what?",he,fool,
37,The Brothers Karamazov,"he had reddish hair and a scanty light‐colored beard, very much like a wisp of tow (this comparison and the phrase “a wisp of tow” flashed at once into alyosha’s mind for some reason, he remembered it afterwards).",hair,wisp,wispy
37,The Brothers Karamazov,"he looked like a man who had long been kept in subjection and had submitted to it, and now had suddenly turned and was trying to assert himself.",man  ,someone,
37,The Brothers Karamazov,"or, better still, like a man who wants dreadfully to hit you but is horribly afraid you will hit him.",man,hit,
37,The Brothers Karamazov,they were so crumpled and so short that he looked as though he had grown out of them like a boy.,he,boy,
37,The Brothers Karamazov,his lips were strangely compressed like a thread.,lips,thread,
37,The Brothers Karamazov,"on the contrary, he will do anything you like and in any way you like.” “so if i were to ask his highness to go down on his knees before me in that very tavern—‘the metropolis’ it’s called—or in the market‐place, he would do it?” “yes, he would even go down on his knees.” “you’ve pierced me to the heart, sir.",He  ,servant,Submissiveness
37,The Brothers Karamazov,"if i die, who will care for them, and while i live who but they will care for a wretch like me?",wretch,care,
37,The Brothers Karamazov,"for there must be some one able to love even a man like me.” “ah, that’s perfectly true!” exclaimed alyosha.",man,someone,
37,The Brothers Karamazov,"he calls me crippled, but i am not, only my legs are swollen like barrels, and i am shriveled up myself.",legs,barrels,
37,The Brothers Karamazov,“it’s like clouds coming over; the clouds pass and we have music again.,clouds,clouds,
37,The Brothers Karamazov,"not long ago i was sitting here as i am now, when i saw that very general come in who came here for easter, and i asked him: ‘your excellency,’ said i, ‘can a lady’s breath be unpleasant?’ ‘yes,’ he answered; ‘you ought to open a window‐ pane or open the door, for the air is not fresh here.’ and they all go on like that!",breath,air,
37,The Brothers Karamazov,"“ah, how i would like to make friends with your boy!” he cried.",boy,friend,
37,The Brothers Karamazov,"she comes like a sister to help a brother in misfortune.... she told me to persuade you to take these two hundred roubles from her, as from a sister, knowing that you are in such need.",sister,help,
37,The Brothers Karamazov,"if i take it, i shan’t be behaving like a scoundrel?",'i','scoundrel',
37,The Brothers Karamazov,"listen, alexey fyodorovitch, at a moment like this you must listen, for you can’t understand what these two hundred roubles mean to me now.” the poor fellow went on rising gradually into a sort of incoherent, almost wild enthusiasm.",Alexey,roubles,
37,The Brothers Karamazov,"we wait on her, but she doesn’t like it.",she  ,person,
37,The Brothers Karamazov,"though indeed she couldn’t go back, for she has to work for us like a slave.",she,slave,
37,The Brothers Karamazov,she is like an overdriven horse with all of us on her back.,she,horse,
37,The Brothers Karamazov,"they were very much crushed and crumpled, and had been pressed into the sand, but were uninjured and even rustled like new ones when alyosha unfolded them and smoothed them out.",they,ones,
37,The Brothers Karamazov,"pine‐trees are not like people, alexey fyodorovitch, they don’t change quickly.",pine-trees,people,
37,The Brothers Karamazov,"all the while he talked, his voice was so weak, so broken, he talked so fast, so fast, he kept laughing such a laugh, or perhaps he was crying—yes, i am sure he was crying, he was so delighted—and he talked about his daughters—and about the situation he could get in another town.... and when he had poured out his heart, he felt ashamed at having shown me his inmost soul like that.",voice,brokenness,
37,The Brothers Karamazov,"and i feel like that myself, too.",myself,like,
37,The Brothers Karamazov,"how can it be contempt when we are all like him, when we are all just the same as he is?",we,him,
37,The Brothers Karamazov,"“i should like to please you always, lise, but i don’t know how to do it,” he muttered, blushing too.",he,action,
37,The Brothers Karamazov,"you laugh like a little child, but you think like a martyr.” “like a martyr?",you,martyr,
37,The Brothers Karamazov,"you, a monk, told a lie!” “i told a lie if you like,” alyosha laughed, too.",you,monk,
37,The Brothers Karamazov,"“you may be sure, alexey fyodorovitch, that when i am a mother, if i have a daughter like myself i shall certainly spy on her!” “really, lise?",daughter,spy,
37,The Brothers Karamazov,i feel like famusov in the last scene of _sorrow from wit_.,famusov,scene,
37,The Brothers Karamazov,"they used to say in the market, and your mamma too, with great lack of delicacy, set off telling me that her hair was like a mat on her head, and that she was short of five foot by a wee bit.",hair,mat,
37,The Brothers Karamazov,"why talk of a wee bit while she might have said ‘a little bit,’ like every one else?",bit,wee,
37,The Brothers Karamazov,"i hate all russia, marya kondratyevna.” “if you’d been a cadet in the army, or a young hussar, you wouldn’t have talked like that, but would have drawn your saber to defend all russia.” “i don’t want to be a hussar, marya kondratyevna, and, what’s more, i should like to abolish all soldiers.” “and when an enemy comes, who is going to defend us?” “there’s no need of defense.",Russia,Hussar,
37,The Brothers Karamazov,“that’s as one prefers.” “but you are just like a foreigner—just like a most gentlemanly foreigner.,foreigner,gentlemanly,
37,The Brothers Karamazov,"i like people who are firm like that whatever it is they stand by, even if they are such little fellows as you.",people  ,firmness,
37,The Brothers Karamazov,"i believe like a child that suffering will be healed and made up for, that all the humiliating absurdity of human contradictions will vanish like a pitiful mirage, like the despicable fabrication of the impotent and infinitely small euclidian mind of man, that in the world’s finale, at the moment of eternal harmony, something so precious will come to pass that it will suffice for all hearts, for the comforting of all resentments, for the atonement of all the crimes of humanity, of all the blood they’ve shed; that it will make it not only possible to forgive but to justify all that has happened with men—but though all that may come to pass, i don’t accept it.",suffering,child,
37,The Brothers Karamazov,"dear little brother, i don’t want to corrupt you or to turn you from your stronghold, perhaps i want to be healed by you.” ivan smiled suddenly quite like a little gentle child.",Ivan,child,
37,The Brothers Karamazov,"if it were as on the stage, in the ballet, where if beggars come in, they wear silken rags and tattered lace and beg for alms dancing gracefully, then one might like looking at them.",beggars,ballet,
37,The Brothers Karamazov,"the second reason why i won’t speak of grown‐up people is that, besides being disgusting and unworthy of love, they have a compensation—they’ve eaten the apple and know good and evil, and they have become ‘like gods.’ they go on eating it still.",people,gods,
37,The Brothers Karamazov,he grew up like a little wild beast among them.,he,beast,
37,The Brothers Karamazov,"richard himself describes how in those years, like the prodigal son in the gospel, he longed to eat of the mash given to the pigs, which were fattened for sale.",Richard,son,
37,The Brothers Karamazov,"he drank what he earned, he lived like a brute, and finished by killing and robbing an old man.",he,brute,
37,The Brothers Karamazov,"and in prison he was immediately surrounded by pastors, members of christian brotherhoods, philanthropic ladies, and the like.",prison,members,
37,The Brothers Karamazov,"to all other types of humanity these torturers behave mildly and benevolently, like cultivated and humane europeans; but they are very fond of tormenting children, even fond of children themselves in that sense.",torturers,europeans,
37,The Brothers Karamazov,"“a huge star like to a torch” (that is, to a church) “fell on the sources of the waters and they became bitter.” these heretics began blasphemously denying miracles.",star,torch,
37,The Brothers Karamazov,"“and behold, he deigned to appear for a moment to the people, to the tortured, suffering people, sunk in iniquity, but loving him like children.",people,children,
37,The Brothers Karamazov,"the crowd instantly bows down to the earth, like one man, before the old inquisitor.",crowd,man,
37,The Brothers Karamazov,"turn them into bread, and mankind will run after thee like a flock of sheep, grateful and obedient, though for ever trembling, lest thou withdraw thy hand and deny them thy bread.” but thou wouldst not deprive man of freedom and didst reject the offer, thinking, what is that freedom worth, if obedience is bought with bread?",mankind,sheep,
37,The Brothers Karamazov,"where thy temple stood will rise a new building; the terrible tower of babel will be built again, and though, like the one of old, it will not be finished, yet thou mightest have prevented that new tower and have cut short the sufferings of men for a thousand years; for they will come back to us after a thousand years of agony with their tower.",temple,tower,
37,The Brothers Karamazov,"oh, of course, thou didst proudly and well, like god; but the weak, unruly race of men, are they gods?",thou  ,god,
37,The Brothers Karamazov,"but i ask again, are there many like thee?",thee,many,
37,The Brothers Karamazov,"that would have been more like love, for his burden would have been lighter.",burden,love,
37,The Brothers Karamazov,"and men rejoiced that they were again led like sheep, and that the terrible gift that had brought them such suffering was, at last, lifted from their hearts.",men  ,sheep,
37,The Brothers Karamazov,"the great conquerors, timours and ghenghis‐khans, whirled like hurricanes over the face of the earth striving to subdue its people, and they too were but the unconscious expression of the same craving for universal unity.",conquerors,hurricanes,
37,The Brothers Karamazov,"they will tremble impotently before our wrath, their minds will grow fearful, they will be quick to shed tears like women and children, but they will be just as ready at a sign from us to pass to laughter and rejoicing, to happy mirth and childish song.",'they'  ,children,
37,The Brothers Karamazov,"yes, we shall set them to work, but in their leisure hours we shall make their life like a child’s game, with children’s songs and innocent dance.",life,game,
37,The Brothers Karamazov,"oh, we shall allow them even sin, they are weak and helpless, and they will love us like children because we allow them to sin.",them,children,
37,The Brothers Karamazov,"you see, only suppose that there was one such man among all those who desire nothing but filthy material gain—if there’s only one like my old inquisitor, who had himself eaten roots in the desert and made frenzied efforts to subdue his flesh to make himself free and perfect.",man,inquisitor,
